Radionuclide,Element,Z,A,Metastable_state,Half_life,Half_life_units,Half_life_s,Half_life_readable,Num_decay_modes,Mode_1,Fraction_1,Progeny_1,Mode_2,Fraction_2,Progeny_2,Mode_3,Fraction_3,Progeny_3,Mode_4,Fraction_4,Progeny_4
Cm-247,Cm,96,247,,1.56E+7,y,492288046848000.0,15.6 My,1,α,1.0,Pu-243,,,,,,,,,
Cm-248,Cm,96,248,,3.48E+5,y,10981810275840.0,0.348 My,2,α,0.9161,Pu-244,SF,0.0839,SF,,,,,,
Cm-249,Cm,96,249,,64.15,m,3849.0000000000005,64.15 m,1,β-,1.0,Bk-249,,,,,,,,,
Cm-250,Cm,96,250,,8300,y,261922486464.00003,8300 y,3,α,0.18,Pu-246,β-,0.08,Bk-250,SF,0.74,SF,,,
Cm-251,Cm,96,251,,16.8,m,1008.0,16.8 m,1,β-,1.0,Bk-251,,,,,,,,,
Co-54m,Co,27,54,m,1.48,m,88.8,1.48 m,1,β+ & EC,1.0,Fe-54,,,,,,,,,
Co-55,Co,27,55,,17.53,h,63108.00000000001,17.53 h,1,β+ & EC,1.0,Fe-55,,,,,,,,,
Co-56,Co,27,56,,77.23,d,6672672.0,77.23 d,1,β+ & EC,1.0,Fe-56,,,,,,,,,
Co-57,Co,27,57,,271.74,d,23478336.0,271.74 d,1,EC,1.0,Fe-57,,,,,,,,,
Co-58,Co,27,58,,70.86,d,6122304.0,70.86 d,1,β+ & EC,1.0,Fe-58,,,,,,,,,
Co-58m,Co,27,58,m,9.04,h,32543.999999999996,9.04 h,1,IT,1.0,Co-58,,,,,,,,,
Co-60,Co,27,60,,5.2713,y,166346024.445504,5.2713 y,1,β-,1.0,Ni-60,,,,,,,,,
Co-60m,Co,27,60,m,10.467,m,628.02,10.467 m,2,IT,0.9976,Co-60,β-,0.0024,Ni-60,,,,,,
Co-61,Co,27,61,,1.650,h,5940.0,1.650 h,1,β-,1.0,Ni-61,,,,,,,,,
Co-62,Co,27,62,,1.50,m,90.0,1.50 m,1,β-,1.0,Ni-62,,,,,,,,,
Co-62m,Co,27,62,m,13.91,m,834.6,13.91 m,1,β-,1.0,Ni-62,,,,,,,,,
Cr-48,Cr,24,48,,21.56,h,77616.0,21.56 h,1,β+ & EC,1.0,V-48,,,,,,,,,
Cr-49,Cr,24,49,,42.3,m,2538.0,42.3 m,1,β+ & EC,1.0,V-49,,,,,,,,,
Cr-51,Cr,24,51,,27.7025,d,2393496.0,27.7025 d,1,EC,1.0,V-51,,,,,,,,,
Cr-55,Cr,24,55,,3.497,m,209.82,3.497 m,1,β-,1.0,Mn-55,,,,,,,,,
Cr-56,Cr,24,56,,5.94,m,356.40000000000003,5.94 m,1,β-,1.0,Mn-56,,,,,,,,,
Cs-121,Cs,55,121,,155,s,155.0,155 s,1,β+ & EC,1.0,Xe-121,,,,,,,,,
Cs-121m,Cs,55,121,m,122,s,122.0,122 s,2,β+ & EC,0.83,Xe-121,IT,0.17,Cs-121,,,,,,
Cs-123,Cs,55,123,,5.88,m,352.8,5.88 m,1,β+ & EC,1.0,Xe-123,,,,,,,,,
Cs-124,Cs,55,124,,30.8,s,30.8,30.8 s,1,β+ & EC,1.0,Xe-124,,,,,,,,,
Cs-125,Cs,55,125,,45,m,2700.0,45 m,1,β+ & EC,1.0,Xe-125,,,,,,,,,
Cs-126,Cs,55,126,,1.64,m,98.39999999999999,1.64 m,1,β+ & EC,1.0,Xe-126,,,,,,,,,
Cs-127,Cs,55,127,,6.25,h,22500.0,6.25 h,1,β+ & EC,1.0,Xe-127,,,,,,,,,
Cs-128,Cs,55,128,,3.640,m,218.4,3.640 m,1,β+ & EC,1.0,Xe-128,,,,,,,,,
Cs-129,Cs,55,129,,32.06,h,115416.00000000001,32.06 h,1,β+ & EC,1.0,Xe-129,,,,,,,,,
Cs-130,Cs,55,130,,29.21,m,1752.6000000000001,29.21 m,2,β+ & EC,0.984,Xe-130,β-,0.016,Ba-130,,,,,,
Cs-130m,Cs,55,130,m,3.46,m,207.6,3.46 m,2,IT,0.9984,Cs-130,EC,0.0016,Xe-130,,,,,,
Cs-131,Cs,55,131,,9.689,d,837129.6,9.689 d,1,EC,1.0,Xe-131,,,,,,,,,
Cs-132,Cs,55,132,,6.479,d,559785.6,6.479 d,2,β+ & EC,0.9813,Xe-132,β-,0.0187,Ba-132,,,,,,
Cs-134,Cs,55,134,,2.0648,y,65158740.969984,2.0648 y,2,β-,1.0,Ba-134,EC,3e-06,Xe-134,,,,,,
Cs-134m,Cs,55,134,m,2.903,h,10450.8,2.903 h,1,IT,1.0,Cs-134,,,,,,,,,
Cs-135,Cs,55,135,,2.3E+6,y,72580929984000.0,2.3 My,1,β-,1.0,Ba-135,,,,,,,,,
Cs-135m,Cs,55,135,m,53,m,3180.0,53 m,1,IT,1.0,Cs-135,,,,,,,,,
Cs-136,Cs,55,136,,13.16,d,1137024.0,13.16 d,1,β-,1.0,Ba-136,,,,,,,,,
Cs-137,Cs,55,137,,30.1671,y,951980944.7479681,30.1671 y,2,β-,0.94399,Ba-137m,β-,0.056005,Ba-137,,,,,,
Cs-138,Cs,55,138,,33.41,m,2004.6,33.41 m,1,β-,1.0,Ba-138,,,,,,,,,
Cs-138m,Cs,55,138,m,2.91,m,174.60000000000002,2.91 m,2,IT,0.81,Cs-138,β-,0.19,Ba-138,,,,,,
Cs-139,Cs,55,139,,9.27,m,556.1999999999999,9.27 m,1,β-,1.0,Ba-139,,,,,,,,,
Cs-140,Cs,55,140,,63.7,s,63.7,63.7 s,1,β-,1.0,Ba-140,,,,,,,,,
Cu-57,Cu,29,57,,0.1963,s,0.1963,0.1963 s,1,β+ & EC,1.0,Ni-57,,,,,,,,,
Cu-59,Cu,29,59,,81.5,s,81.5,81.5 s,1,β+ & EC,1.0,Ni-59,,,,,,,,,
Cu-60,Cu,29,60,,23.7,m,1422.0,23.7 m,1,β+ & EC,1.0,Ni-60,,,,,,,,,
Cu-61,Cu,29,61,,3.333,h,11998.800000000001,3.333 h,1,β+ & EC,1.0,Ni-61,,,,,,,,,
Cu-62,Cu,29,62,,9.673,m,580.38,9.673 m,1,β+ & EC,1.0,Ni-62,,,,,,,,,
Cu-64,Cu,29,64,,12.700,h,45720.0,12.700 h,2,β+ & EC,0.61,Ni-64,β-,0.39,Zn-64,,,,,,
Cu-66,Cu,29,66,,5.120,m,307.2,5.120 m,1,β-,1.0,Zn-66,,,,,,,,,
Cu-67,Cu,29,67,,61.83,h,222588.0,61.83 h,1,β-,1.0,Zn-67,,,,,,,,,
Cu-69,Cu,29,69,,2.85,m,171.0,2.85 m,1,β-,1.0,Zn-69,,,,,,,,,
Dy-148,Dy,66,148,,3.3,m,198.0,3.3 m,1,β+ & EC,1.0,Tb-148,,,,,,,,,
Dy-149,Dy,66,149,,4.20,m,252.0,4.20 m,2,β+ & EC,0.56682,Tb-149,β+ & EC,0.43318,Tb-149m,,,,,,
Dy-150,Dy,66,150,,7.17,m,430.2,7.17 m,2,β+ & EC,0.64,Tb-150,α,0.36,Gd-146,,,,,,
Dy-151,Dy,66,151,,17.9,m,1074.0,17.9 m,3,β+ & EC,0.53377,Tb-151,β+ & EC,0.41023,Tb-151m,α,0.056,Gd-147,,,
Dy-152,Dy,66,152,,2.38,h,8568.0,2.38 h,2,EC,0.999,Tb-152,α,0.001,Gd-148,,,,,,
Dy-153,Dy,66,153,,6.4,h,23040.0,6.4 h,2,β+ & EC,1.0,Tb-153,α,9.4e-05,Gd-149,,,,,,
Dy-154,Dy,66,154,,3.0E+6,y,94670778240000.0,3.0 My,1,α,1.0,Gd-150,,,,,,,,,
Dy-155,Dy,66,155,,9.9,h,35640.0,9.9 h,1,β+ & EC,1.0,Tb-155,,,,,,,,,
Dy-157,Dy,66,157,,8.14,h,29304.000000000004,8.14 h,1,EC,1.0,Tb-157,,,,,,,,,
Dy-159,Dy,66,159,,144.4,d,12476160.0,144.4 d,1,EC,1.0,Tb-159,,,,,,,,,
Dy-165,Dy,66,165,,2.334,h,8402.4,2.334 h,1,β-,1.0,Ho-165,,,,,,,,,
Dy-165m,Dy,66,165,m,1.257,m,75.41999999999999,1.257 m,2,IT,0.9776,Dy-165,β-,0.0224,Ho-165,,,,,,
Dy-166,Dy,66,166,,81.6,h,293760.0,81.6 h,1,β-,1.0,Ho-166,,,,,,,,,
Dy-167,Dy,66,167,,6.20,m,372.0,6.20 m,1,β-,1.0,Ho-167,,,,,,,,,
Dy-168,Dy,66,168,,8.7,m,522.0,8.7 m,1,β-,1.0,Ho-168,,,,,,,,,
Er-154,Er,68,154,,3.73,m,223.8,3.73 m,2,β+ & EC,0.9953,Ho-154,α,0.0047,Dy-150,,,,,,
Er-156,Er,68,156,,19.5,m,1170.0,19.5 m,1,EC,1.0,Ho-156,,,,,,,,,
Er-159,Er,68,159,,36,m,2160.0,36 m,1,β+ & EC,1.0,Ho-159,,,,,,,,,
Er-161,Er,68,161,,3.21,h,11556.0,3.21 h,1,β+ & EC,1.0,Ho-161,,,,,,,,,
Er-163,Er,68,163,,75.0,m,4500.0,75.0 m,1,β+ & EC,1.0,Ho-163,,,,,,,,,
Er-165,Er,68,165,,10.36,h,37296.0,10.36 h,1,EC,1.0,Ho-165,,,,,,,,,
Er-167m,Er,68,167,m,2.269,s,2.269,2.269 s,1,IT,1.0,Er-167,,,,,,,,,
Er-169,Er,68,169,,9.40,d,812160.0,9.40 d,1,β-,1.0,Tm-169,,,,,,,,,
Er-171,Er,68,171,,7.516,h,27057.6,7.516 h,1,β-,1.0,Tm-171,,,,,,,,,
Er-172,Er,68,172,,49.3,h,177480.0,49.3 h,1,β-,1.0,Tm-172,,,,,,,,,
Er-173,Er,68,173,,1.434,m,86.03999999999999,1.434 m,1,β-,1.0,Tm-173,,,,,,,,,
Es-249,Es,99,249,,102.2,m,6132.0,102.2 m,2,β+ & EC,0.9943,Cf-249,α,0.0057,Bk-245,,,,,,
Es-250,Es,99,250,,8.6,h,30960.0,8.6 h,1,EC,0.985,Cf-250,,,,,,,,,
Es-250m,Es,99,250,m,2.22,h,7992.000000000001,2.22 h,1,β+ & EC,1.0,Cf-250,,,,,,,,,
Es-251,Es,99,251,,33,h,118800.0,33 h,2,EC,0.995,Cf-251,α,0.005,Bk-247,,,,,,
Es-253,Es,99,253,,20.47,d,1768608.0,20.47 d,2,α,1.0,Bk-249,SF,8.9e-08,SF,,,,,,
Es-254,Es,99,254,,275.7,d,23820480.0,275.7 d,3,α,1.0,Bk-250,β-,1.74e-06,Fm-254,SF,3e-08,SF,,,
Es-254m,Es,99,254,m,39.3,h,141480.0,39.3 h,4,β-,0.98,Fm-254,α,0.0032,Bk-250,EC,0.00076,Cf-254,SF,0.00045,SF
Es-255,Es,99,255,,39.8,d,3438719.9999999995,39.8 d,3,β-,0.92,Fm-255,α,0.08,Bk-251,SF,4.5e-05,SF,,,
Es-256,Es,99,256,,25.4,m,1524.0,25.4 m,1,β-,1.0,Fm-256,,,,,,,,,
Eu-142,Eu,63,142,,2.34,s,2.34,2.34 s,1,β+ & EC,1.0,Sm-142,,,,,,,,,
Eu-142m,Eu,63,142,m,1.223,m,73.38000000000001,1.223 m,1,β+ & EC,1.0,Sm-142,,,,,,,,,
Eu-143,Eu,63,143,,2.59,m,155.39999999999998,2.59 m,2,β+ & EC,0.99879,Sm-143,β+ & EC,0.0012069,Sm-143m,,,,,,
Eu-144,Eu,63,144,,10.2,s,10.2,10.2 s,1,β+ & EC,1.0,Sm-144,,,,,,,,,
Eu-145,Eu,63,145,,5.93,d,512352.0,5.93 d,1,β+ & EC,1.0,Sm-145,,,,,,,,,
Eu-146,Eu,63,146,,4.61,d,398304.0,4.61 d,1,β+ & EC,1.0,Sm-146,,,,,,,,,
Eu-147,Eu,63,147,,24.1,d,2082240.0000000002,24.1 d,2,β+ & EC,0.99998,Sm-147,α,2.2e-05,Pm-143,,,,,,
Eu-148,Eu,63,148,,54.5,d,4708800.0,54.5 d,2,β+ & EC,1.0,Sm-148,α,9.4e-09,Pm-144,,,,,,
Eu-149,Eu,63,149,,93.1,d,8043839.999999999,93.1 d,1,EC,1.0,Sm-149,,,,,,,,,
Eu-150,Eu,63,150,,36.9,y,1164450572.352,36.9 y,1,β+ & EC,1.0,Sm-150,,,,,,,,,
Eu-150m,Eu,63,150,m,12.8,h,46080.0,12.8 h,2,β-,0.89,Gd-150,β+ & EC,0.11,Sm-150,,,,,,
Eu-152,Eu,63,152,,13.537,y,427186108.34496003,13.537 y,2,β-,0.279,Gd-152,β+ & EC,0.721,Sm-152,,,,,,
Eu-152m,Eu,63,152,m,9.3116,h,33521.76,9.3116 h,2,β-,0.72,Gd-152,β+ & EC,0.28,Sm-152,,,,,,
Eu-152n,Eu,63,152,n,96,m,5760.0,96 m,1,IT,1.0,Eu-152,,,,,,,,,
Eu-154,Eu,63,154,,8.593,y,271168665.80544,8.593 y,2,β-,0.9998,Gd-154,EC,0.0002,Sm-154,,,,,,
Eu-154m,Eu,63,154,m,46.0,m,2760.0,46.0 m,1,IT,1.0,Eu-154,,,,,,,,,
Eu-155,Eu,63,155,,4.7611,y,150245680.75948802,4.7611 y,1,β-,1.0,Gd-155,,,,,,,,,
Eu-156,Eu,63,156,,15.19,d,1312416.0,15.19 d,1,β-,1.0,Gd-156,,,,,,,,,
Eu-157,Eu,63,157,,15.18,h,54648.0,15.18 h,1,β-,1.0,Gd-157,,,,,,,,,
Eu-158,Eu,63,158,,45.9,m,2754.0,45.9 m,1,β-,1.0,Gd-158,,,,,,,,,
Eu-159,Eu,63,159,,18.1,m,1086.0,18.1 m,1,β-,1.0,Gd-159,,,,,,,,,
F-17,F,9,17,,64.49,s,64.49,64.49 s,1,β+ & EC,1.0,O-17,,,,,,,,,
F-18,F,9,18,,109.77,m,6586.2,109.77 m,1,β+ & EC,1.0,O-18,,,,,,,,,
Fe-52,Fe,26,52,,8.275,h,29790.0,8.275 h,1,β+ & EC,1.0,Mn-52m,,,,,,,,,
Fe-53,Fe,26,53,,8.51,m,510.59999999999997,8.51 m,1,β+ & EC,1.0,Mn-53,,,,,,,,,
Fe-53m,Fe,26,53,m,2.526,m,151.56,2.526 m,1,IT,1.0,Fe-53,,,,,,,,,
Fe-55,Fe,26,55,,2.737,y,86371306.68096001,2.737 y,1,EC,1.0,Mn-55,,,,,,,,,
Fe-59,Fe,26,59,,44.495,d,3844368.0,44.495 d,1,β-,1.0,Co-59,,,,,,,,,
Fe-60,Fe,26,60,,1.5E+6,y,47335389120000.0,1.5 My,1,β-,1.0,Co-60m,,,,,,,,,
Fe-61,Fe,26,61,,5.98,m,358.8,5.98 m,1,β-,1.0,Co-61,,,,,,,,,
Fe-62,Fe,26,62,,68,s,68.0,68 s,1,β-,1.0,Co-62,,,,,,,,,
Fm-251,Fm,100,251,,5.30,h,19080.0,5.30 h,2,β+ & EC,0.982,Es-251,α,0.018,Cf-247,,,,,,
Fm-252,Fm,100,252,,25.39,h,91404.0,25.39 h,2,α,0.99998,Cf-248,SF,2.3e-05,SF,,,,,,
Fm-253,Fm,100,253,,3.00,d,259200.0,3.00 d,2,EC,0.88,Es-253,α,0.12,Cf-249,,,,,,
Fm-254,Fm,100,254,,3.240,h,11664.0,3.240 h,2,α,0.99941,Cf-250,SF,0.000592,SF,,,,,,
Fm-255,Fm,100,255,,20.07,h,72252.0,20.07 h,2,α,1.0,Cf-251,SF,2.3e-07,SF,,,,,,
Fm-256,Fm,100,256,,157.6,m,9456.0,157.6 m,2,α,0.081,Cf-252,SF,0.919,SF,,,,,,
Fm-257,Fm,100,257,,100.5,d,8683200.0,100.5 d,2,α,0.9979,Cf-253,SF,0.0021,SF,,,,,,
Fr-212,Fr,87,212,,20.0,m,1200.0,20.0 m,2,β+ & EC,0.57,Rn-212,α,0.43,At-208,,,,,,
Fr-219,Fr,87,219,,2.0E-2,s,0.02,20 ms,1,α,1.0,At-215,,,,,,,,,
Fr-220,Fr,87,220,,27.4,s,27.4,27.4 s,2,α,0.9965,At-216,β-,0.0035,Ra-220,,,,,,
Fr-221,Fr,87,221,,4.9,m,294.0,4.9 m,1,α,1.0,At-217,,,,,,,,,
Fr-222,Fr,87,222,,14.2,m,852.0,14.2 m,1,β-,1.0,Ra-222,,,,,,,,,
Fr-223,Fr,87,223,,22.00,m,1320.0,22.00 m,2,β-,1.0,Ra-223,α,6e-05,At-219,,,,,,
Fr-224,Fr,87,224,,3.33,m,199.8,3.33 m,1,β-,1.0,Ra-224,,,,,,,,,
Fr-227,Fr,87,227,,2.47,m,148.20000000000002,2.47 m,1,β-,1.0,Ra-227,,,,,,,,,
Ga-64,Ga,31,64,,2.627,m,157.61999999999998,2.627 m,1,β+ & EC,1.0,Zn-64,,,,,,,,,
Ga-65,Ga,31,65,,15.2,m,912.0,15.2 m,1,β+ & EC,1.0,Zn-65,,,,,,,,,
Ga-66,Ga,31,66,,9.49,h,34164.0,9.49 h,1,β+ & EC,1.0,Zn-66,,,,,,,,,
Ga-67,Ga,31,67,,3.2612,d,281767.68,3.2612 d,1,EC,1.0,Zn-67,,,,,,,,,
Ga-68,Ga,31,68,,67.71,m,4062.5999999999995,67.71 m,1,β+ & EC,1.0,Zn-68,,,,,,,,,
Ga-70,Ga,31,70,,21.14,m,1268.4,21.14 m,2,β-,0.9959,Ge-70,EC,0.0041,Zn-70,,,,,,
Ga-72,Ga,31,72,,14.10,h,50760.0,14.10 h,1,β-,1.0,Ge-72,,,,,,,,,
Ga-73,Ga,31,73,,4.86,h,17496.0,4.86 h,1,β-,1.0,Ge-73,,,,,,,,,
Ga-74,Ga,31,74,,8.12,m,487.19999999999993,8.12 m,1,β-,1.0,Ge-74,,,,,,,,,
Gd-142,Gd,64,142,,70.2,s,70.2,70.2 s,1,β+ & EC,1.0,Eu-142,,,,,,,,,
Gd-143m,Gd,64,143,m,110.0,s,110.0,110.0 s,1,β+ & EC,1.0,Eu-143,,,,,,,,,
Gd-144,Gd,64,144,,4.47,m,268.2,4.47 m,1,β+ & EC,1.0,Eu-144,,,,,,,,,
Gd-145,Gd,64,145,,23.0,m,1380.0,23.0 m,1,β+ & EC,1.0,Eu-145,,,,,,,,,
Gd-145m,Gd,64,145,m,85,s,85.0,85 s,2,IT,0.943,Gd-145,β+ & EC,0.057,Eu-145,,,,,,
Gd-146,Gd,64,146,,48.27,d,4170528.0000000005,48.27 d,1,EC,1.0,Eu-146,,,,,,,,,
Gd-147,Gd,64,147,,38.1,h,137160.0,38.1 h,1,β+ & EC,1.0,Eu-147,,,,,,,,,
Gd-148,Gd,64,148,,74.6,y,2354146685.568,74.6 y,1,α,1.0,Sm-144,,,,,,,,,
Gd-149,Gd,64,149,,9.28,d,801792.0,9.28 d,1,β+ & EC,1.0,Eu-149,,,,,,,,,
Gd-150,Gd,64,150,,1.79E+6,y,56486897683200.0,1.79 My,1,α,1.0,Sm-146,,,,,,,,,
Gd-151,Gd,64,151,,124,d,10713600.0,124 d,2,α,1e-08,Sm-147,EC,1.0,Eu-151,,,,,,
Gd-152,Gd,64,152,,1.08E+14,y,3.40814801664e+21,0.108 Py,1,α,1.0,Sm-148,,,,,,,,,
Gd-153,Gd,64,153,,240.4,d,20770560.0,240.4 d,1,EC,1.0,Eu-153,,,,,,,,,
Gd-159,Gd,64,159,,18.479,h,66524.4,18.479 h,1,β-,1.0,Tb-159,,,,,,,,,
Gd-162,Gd,64,162,,8.4,m,504.0,8.4 m,1,β-,1.0,Tb-162,,,,,,,,,
Ge-66,Ge,32,66,,2.26,h,8135.999999999999,2.26 h,1,β+ & EC,1.0,Ga-66,,,,,,,,,
Ge-67,Ge,32,67,,18.9,m,1134.0,18.9 m,1,β+ & EC,1.0,Ga-67,,,,,,,,,
Ge-68,Ge,32,68,,270.95,d,23410080.0,270.95 d,1,EC,1.0,Ga-68,,,,,,,,,
Ge-69,Ge,32,69,,39.05,h,140580.0,39.05 h,1,β+ & EC,1.0,Ga-69,,,,,,,,,
Ge-71,Ge,32,71,,11.43,d,987552.0,11.43 d,1,EC,1.0,Ga-71,,,,,,,,,
Ge-75,Ge,32,75,,82.78,m,4966.8,82.78 m,1,β-,1.0,As-75,,,,,,,,,
Ge-77,Ge,32,77,,11.30,h,40680.0,11.30 h,1,β-,1.0,As-77,,,,,,,,,
Ge-78,Ge,32,78,,88,m,5280.0,88 m,1,β-,1.0,As-78,,,,,,,,,
H-3,H,1,3,,12.32,y,388781329.30560005,12.32 y,1,β-,1.0,He-3,,,,,,,,,
Hf-167,Hf,72,167,,2.05,m,122.99999999999999,2.05 m,1,β+ & EC,1.0,Lu-167,,,,,,,,,
Hf-169,Hf,72,169,,3.24,m,194.4,3.24 m,2,β+ & EC,0.96904,Lu-169,β+ & EC,0.03096,Lu-169m,,,,,,
Hf-170,Hf,72,170,,16.01,h,57636.00000000001,16.01 h,1,EC,1.0,Lu-170,,,,,,,,,
Hf-172,Hf,72,172,,1.87,y,59011451.769600004,1.87 y,1,EC,1.0,Lu-172m,,,,,,,,,
Hf-173,Hf,72,173,,23.6,h,84960.0,23.6 h,1,β+ & EC,1.0,Lu-173,,,,,,,,,
Hf-174,Hf,72,174,,2.0E+15,y,6.311385216e+22,2.0 Py,1,α,1.0,Yb-170,,,,,,,,,
Hf-175,Hf,72,175,,70,d,6048000.0,70 d,1,EC,1.0,Lu-175,,,,,,,,,
Hf-177m,Hf,72,177,m,51.4,m,3084.0,51.4 m,1,IT,1.0,Hf-177,,,,,,,,,
Hf-178m,Hf,72,178,m,31,y,978264708.48,31 y,1,IT,1.0,Hf-178,,,,,,,,,
Hf-179m,Hf,72,179,m,25.05,d,2164320.0,25.05 d,1,IT,1.0,Hf-179,,,,,,,,,
Hf-180m,Hf,72,180,m,5.5,h,19800.0,5.5 h,2,IT,0.997,Hf-180,β-,0.003,Ta-180m,,,,,,
Hf-181,Hf,72,181,,42.39,d,3662496.0,42.39 d,1,β-,1.0,Ta-181,,,,,,,,,
Hf-182,Hf,72,182,,9E+6,y,284012334720000.0,9 My,1,β-,1.0,Ta-182,,,,,,,,,
Hf-182m,Hf,72,182,m,61.5,m,3690.0,61.5 m,3,β-,0.4907,Ta-182,IT,0.42,Hf-182,β-,0.08928,Ta-182m,,,
Hf-183,Hf,72,183,,1.067,h,3841.2,1.067 h,1,β-,1.0,Ta-183,,,,,,,,,
Hf-184,Hf,72,184,,4.12,h,14832.0,4.12 h,1,β-,1.0,Ta-184,,,,,,,,,
Hg-190,Hg,80,190,,20.0,m,1200.0,20.0 m,1,β+ & EC,1.0,Au-190,,,,,,,,,
Hg-191m,Hg,80,191,m,50.8,m,3048.0,50.8 m,1,β+ & EC,1.0,Au-191,,,,,,,,,
Hg-192,Hg,80,192,,4.85,h,17460.0,4.85 h,1,EC,1.0,Au-192,,,,,,,,,
Hg-193,Hg,80,193,,3.80,h,13680.0,3.80 h,2,β+ & EC,0.96459,Au-193,β+ & EC,0.035408,Au-193m,,,,,,
Hg-193m,Hg,80,193,m,11.8,h,42480.0,11.8 h,3,β+ & EC,0.89197,Au-193m,IT,0.071,Hg-193,β+ & EC,0.037027,Au-193,,,
Hg-194,Hg,80,194,,440,y,13885047475.2,440 y,1,EC,1.0,Au-194,,,,,,,,,
Hg-195,Hg,80,195,,10.53,h,37908.0,10.53 h,1,β+ & EC,1.0,Au-195,,,,,,,,,
Hg-195m,Hg,80,195,m,41.6,h,149760.0,41.6 h,2,IT,0.542,Hg-195,β+ & EC,0.458,Au-195,,,,,,
Hg-197,Hg,80,197,,64.94,h,233784.0,64.94 h,1,EC,1.0,Au-197,,,,,,,,,
Hg-197m,Hg,80,197,m,23.8,h,85680.0,23.8 h,2,IT,0.914,Hg-197,EC,0.086,Au-197,,,,,,
Hg-199m,Hg,80,199,m,42.66,m,2559.6,42.66 m,1,IT,1.0,Hg-199,,,,,,,,,
Hg-203,Hg,80,203,,46.612,d,4027276.8000000003,46.612 d,1,β-,1.0,Tl-203,,,,,,,,,
Hg-205,Hg,80,205,,5.2,m,312.0,5.2 m,1,β-,1.0,Tl-205,,,,,,,,,
Hg-206,Hg,80,206,,8.15,m,489.0,8.15 m,1,β-,1.0,Tl-206,,,,,,,,,
Hg-207,Hg,80,207,,2.9,m,174.0,2.9 m,1,β-,1.0,Tl-207,,,,,,,,,
Ho-150,Ho,67,150,,76.8,s,76.8,76.8 s,1,β+ & EC,1.0,Dy-150,,,,,,,,,
Ho-153,Ho,67,153,,2.01,m,120.6,2.01 m,2,β+ & EC,0.99949,Dy-153,α,0.00051,Tb-149m,,,,,,
Ho-153m,Ho,67,153,m,9.3,m,558.0,9.3 m,2,β+ & EC,0.9982,Dy-153,α,0.0018,Tb-149,,,,,,
Ho-154,Ho,67,154,,11.76,m,705.6,11.76 m,2,β+ & EC,0.99981,Dy-154,α,0.00019,Tb-150,,,,,,
Ho-154m,Ho,67,154,m,3.10,m,186.0,3.10 m,2,β+ & EC,1.0,Dy-154,α,1e-05,Tb-150m,,,,,,
Ho-155,Ho,67,155,,48,m,2880.0,48 m,1,β+ & EC,1.0,Dy-155,,,,,,,,,
Ho-156,Ho,67,156,,56,m,3360.0,56 m,1,β+ & EC,1.0,Dy-156,,,,,,,,,
Ho-157,Ho,67,157,,12.6,m,756.0,12.6 m,1,β+ & EC,1.0,Dy-157,,,,,,,,,
Ho-159,Ho,67,159,,33.05,m,1982.9999999999998,33.05 m,1,β+ & EC,1.0,Dy-159,,,,,,,,,
Ho-160,Ho,67,160,,25.6,m,1536.0,25.6 m,1,β+ & EC,1.0,Dy-160,,,,,,,,,
Ho-161,Ho,67,161,,2.48,h,8928.0,2.48 h,1,EC,1.0,Dy-161,,,,,,,,,
Ho-162,Ho,67,162,,15.0,m,900.0,15.0 m,1,β+ & EC,1.0,Dy-162,,,,,,,,,
Ho-162m,Ho,67,162,m,67.0,m,4020.0,67.0 m,2,IT,0.62,Ho-162,β+ & EC,0.38,Dy-162,,,,,,
Ho-163,Ho,67,163,,4570,y,144215152185.6,4570 y,1,EC,1.0,Dy-163,,,,,,,,,
Ho-164,Ho,67,164,,29,m,1740.0,29 m,2,EC,0.6,Dy-164,β-,0.4,Er-164,,,,,,
Ho-164m,Ho,67,164,m,38.0,m,2280.0,38.0 m,1,IT,1.0,Ho-164,,,,,,,,,
Ho-166,Ho,67,166,,26.80,h,96480.0,26.80 h,1,β-,1.0,Er-166,,,,,,,,,
Ho-166m,Ho,67,166,m,1.20E+3,y,37868311296.0,1.20 ky,1,β-,1.0,Er-166,,,,,,,,,
Ho-167,Ho,67,167,,3.1,h,11160.0,3.1 h,1,β-,1.0,Er-167,,,,,,,,,
Ho-168,Ho,67,168,,2.99,m,179.4,2.99 m,1,β-,1.0,Er-168,,,,,,,,,
Ho-168m,Ho,67,168,m,132,s,132.0,132 s,1,IT,1.0,Ho-168,,,,,,,,,
Ho-170,Ho,67,170,,2.76,m,165.6,2.76 m,1,β-,1.0,Er-170,,,,,,,,,
I-118,I,53,118,,13.7,m,822.0,13.7 m,1,β+ & EC,1.0,Te-118,,,,,,,,,
I-118m,I,53,118,m,8.5,m,510.0,8.5 m,1,β+ & EC,1.0,Te-118,,,,,,,,,
I-119,I,53,119,,19.1,m,1146.0,19.1 m,2,β+ & EC,0.99046,Te-119,β+ & EC,0.0095421,Te-119m,,,,,,
I-120,I,53,120,,81.6,m,4896.0,81.6 m,1,β+ & EC,1.0,Te-120,,,,,,,,,
I-120m,I,53,120,m,53,m,3180.0,53 m,1,β+ & EC,1.0,Te-120,,,,,,,,,
I-121,I,53,121,,2.12,h,7632.0,2.12 h,2,β+ & EC,0.99714,Te-121,β+ & EC,0.0028631,Te-121m,,,,,,
I-122,I,53,122,,3.63,m,217.79999999999998,3.63 m,1,β+ & EC,1.0,Te-122,,,,,,,,,
